,Drug1,Drug2
6184,B03B,J05A
6185,A04A,L01X
6186,C07A,L01C
6187,J05A,J05A
6188,H03A,B01A
6189,J05A,N05C
6190,H03A,N03A
6191,J01C,N05A
6192,N02B,A02B
6193,A03F,S01A
6194,N05C,N04A
6195,J01A,L01B
6196,J01A,D10A
6197,N03A,N07B
6198,L01C,L01X
6199,A10B,L01X
6200,J05A,B03B
6201,B03B,A02B
6202,B03B,A04A
6203,D08A,N01A
6204,J01C,D01A
6205,A02B,N06A
6206,H02A,A04A
6207,N03A,N03A
6208,J02A,N01B
6209,S01A,A10B
6210,C01D,C09C
6211,C01D,C10A
6212,N02C,R03D
6213,C09A,L01B
6214,N03A,N05C
6215,L01X,A04A
6216,N03A,N05C
6217,N03A,N03A
6218,B01A,J05A
6219,B01A,A03A
6220,N05A,A02B
6221,N05A,C09A
6222,A01A,S01E
6223,S01E,C08C
6224,J01X,R03D
6225,C09C,R01A
6226,J02A,C09C
6227,J01D,A02B
6228,C09C,R03A
6229,C01B,C10A
6230,N06A,A04A
6231,C09A,C10A
6232,N05B,B01A
6233,L02A,M05B
6234,R06A,A04A
6235,N05A,N05B
6236,N03A,N02C
6237,R06A,A02B
6238,C10A,R03D
6239,A07E,L01X
6240,R01A,C09A
6241,R01A,A02B
6242,L01B,C09A
6243,R01A,G03X
6244,N03A,J05A
6245,N07A,C03D
6246,R06A,M04A
6247,A02B,P01A
6248,A02B,L01X
6249,J01A,J01X
6250,A02B,N05C
6251,C03C,D01A
6252,L01D,C10A
6253,J01C,B01A
6254,N05A,A07E
6255,J02A,C05A
6256,B01A,N06D
6257,C09A,B01A
6258,N02C,A02B
6259,N05C,V03A
6260,B01A,C03C
6261,B01A,B01A
6262,C01D,N01A
6263,N02A,J05A
6264,N06B,A02B
6265,A10B,N05C
6266,A02B,L01X
6267,B01A,C03D
6268,N06A,C10A
6269,C07A,N05B
6270,B05X,L02B
6271,N05B,N05C
6272,N03A,M03B
6273,N05A,J05A
6274,C10A,N02A
6275,N05B,R03D
6276,C10A,M01A
6277,C10A,N06D
6278,C07A,S01E
6279,N05A,N06A
6280,C02C,J05A
6281,M01A,C03D
6282,L01C,L01X
6283,C08C,A10B
6284,C08C,C09A
6285,L04A,G04B
6286,L01C,B05C
6287,C03C,C09C
6288,C10A,L01X
6289,G03X,A02B
6290,C02C,S01A
6291,L01D,R06A
6292,G04B,A06A
6293,B01A,R05D
6294,C07A,H02A
6295,B01A,A10B
6296,J01C,D08A
6297,N06D,C09C
6298,G04B,R06A
6299,A03F,N02A
6300,J01X,C09C
6301,L01C,L01X
6302,C10A,M01A
6303,R03A,J01C
6304,S01A,M05B
6305,N05A,N03A
6306,N05B,N06A
6307,C10A,N06A
6308,C01D,H05B
6309,R06A,M04A
6310,R01A,R03A
6311,L01B,H02A
6312,M02A,A06A
6313,G03A,A06A
6314,A02B,A10B
6315,N05B,M03B
6316,L01B,L02B
6317,C07A,M05B
6318,J04A,J05A
6319,C07A,L02B
6320,J05A,C08C
6321,N03A,N03A
6322,N06A,G04B
6323,S01A,A07E
6324,C03D,H01C
6325,N06B,N06B
6326,N05A,R06A
6327,L01D,A10B
6328,B03B,D01A
6329,C07A,C02A
6330,L04A,G04C
6331,C01B,H02A
6332,J01D,D10A
6333,C03C,C03A
6334,M01A,C09A
6335,S01E,L01X
6336,A04A,C10A
6337,S01E,N06A
6338,L01C,J01X
6339,N05C,S01E
6340,B01A,N01B
6341,B01A,N05B
6342,B01A,N07B
6343,B01A,C03C
6344,L01B,B01A
6345,N03A,L01A
6346,J01D,R01A
6347,C10A,N05A
6348,A04A,R06A
6349,M01A,C02A
6350,M03B,B03B
6351,M03B,C10A
6352,J02A,D01A
6353,N06A,N05A
6354,N06A,C09A
6355,A03A,M05B
6356,A07E,J05A
6357,J05A,B01A
6358,N06A,A04A
6359,B01A,C02A
6360,R01A,C02A
6361,B05C,N05B
6362,N02B,C09A
6363,J01X,B05C
6364,S01A,G04B
6365,L02A,J02A
6366,D11A,C10A
6367,C07A,L01C
6368,V03A,M02A
6369,C08C,N03A
6370,A03F,A10B
6371,C08C,C07A
6372,B03B,C01E
6373,L01B,L01A
6374,N04A,C01D
6375,C09C,M05B
6376,L01D,N06B
6377,L01D,H02A
6378,A10B,A06A
6379,C08C,J02A
6380,C07A,N01A
6381,R01A,G04B
6382,J01D,A07E
6383,N06A,G04C
6384,S01E,L01C
6385,H03A,S01E
6386,A04A,L01A
6387,C02C,C09A
6388,G04B,C09A
6389,A02B,S01E
6390,G04B,G04C
6391,N06A,J01X
6392,C03C,A07E
6393,S01E,L04A
6394,R01A,N06B
6395,V03A,C01E
6396,N01A,M03A
6397,A01A,M03B
6398,C08C,N02B
6399,J02A,C07A
6400,C08C,C07A
6401,B01A,C03D
6402,C10A,R03A
6403,R06A,B01A
6404,N05B,C10A
6405,N05B,C03D
6406,R06A,C05A
6407,M01A,H02A
6408,J01D,L01C
6409,G04B,L01X
6410,M01A,N03A
6411,N03A,C10A
6412,D10A,C09A
6413,G04B,M03A
6414,J01D,M01A
6415,R01A,J02A
6416,C10A,G04B
6417,C09A,L01D
6418,N06A,A06A
6419,J01F,A10B
6420,C10A,N05C
6421,C10A,R03D
6422,M03B,P01A
6423,M03B,C03B
6424,M03B,C07A
6425,N02A,A10B
6426,N06A,M05B
6427,D10A,G04B
6428,D10A,N02A
6429,C10A,G04B
6430,C07A,L01C
6431,C03A,A02B
6432,V03A,C10A
6433,M03B,N02C
6434,C01B,B01A
6435,A10B,B01A
6436,J01X,M05B
6437,L01D,N06A
6438,J01X,N05A
6439,C08C,N05C
6440,C08C,N03A
6441,C08C,N05C
6442,C08D,C07A
6443,B03B,B05X
6444,C08D,N01A
6445,R03D,L04A
6446,L04A,C10A
6447,J01F,L01X
6448,H02A,N03A
6449,J01D,A07E
6450,C02C,C07A
6451,N06A,N03A
6452,J05A,J05A
6453,A05A,J04A
6454,C08C,C03D
6455,N05B,J02A
6456,L01A,L01C
6457,C08C,N02A
6458,C08C,G04B
6459,H03A,J01D
6460,C08C,A01A
6461,P01A,N05B
6462,H03A,M01A
6463,C08C,M02A
6464,J04A,C09A
6465,M05B,N05C
6466,J02A,C07A
6467,A10B,M03B
6468,H02A,S01E
6469,R01A,N06A
6470,C03A,G04B
6471,C03A,N02A
6472,D05A,N05C
6473,C05A,C09C
6474,L01B,N05A
6475,C01D,N07B
6476,M03B,C08C
6477,N05C,L01B
6478,D10A,J02A
6479,A04A,M03A
6480,R06A,B01A
6481,R01A,C01D
6482,R01A,L02B
6483,L01B,D11A
6484,J01E,A06A
6485,J01A,R03D
6486,C08D,R06A
6487,C10A,L02A
6488,M02A,G04B
6489,A10B,A04A
6490,L01A,L02B
6491,H02A,J01D
6492,S01A,S01A
6493,L01X,S01E
6494,L01D,N02A
6495,L01D,G04B
6496,N06A,R03D
6497,V03A,N03A
6498,A10B,G04C
6499,P01A,J01F
6500,N04B,N06B
6501,R01A,N05A
6502,C10A,C10A
6503,C09C,L02B
6504,R03A,C10A
6505,N05B,N03A
6506,J01D,M03A
6507,R01A,D01A
6508,A02B,N02C
6509,G04C,N06A
6510,C09C,H03B
6511,A02B,J05A
6512,L02A,N05C
6513,C09A,R01A
6514,N06A,D06A
6515,C03D,J05A
6516,L01X,J01X
6517,L01X,C09C
6518,N05C,H05B
6519,A07D,A03F
6520,B01A,L01X
6521,D07A,H02A
6522,J01C,N01A
6523,M01A,A10B
6524,S01E,C07A
6525,L01A,L01A
6526,J01D,C01D
6527,S01E,N01A
6528,D11A,C09C
6529,D05A,A10B
6530,A03A,A06A
6531,N05C,C10A
6532,R01A,C01B
6533,J01D,J04A
6534,C10A,D11A
6535,J01D,N06A
6536,J05A,J05A
6537,L02B,A02B
6538,J01D,R01A
6539,S01A,L01X
6540,N02B,G04B
6541,H02A,L01D
6542,C07A,N05C
6543,C04A,G04B
6544,C08C,C10A
6545,N06B,N02C
6546,C09C,C10A
6547,R01A,S01A
6548,R01A,A02B
6549,N02B,C08D
6550,G04C,H05B
6551,N04B,J01D
6552,C10A,N05C
6553,J01D,S01A
6554,C10A,C10A
6555,N05B,C08C
6556,S01A,R01A
6557,C03C,G04C
6558,C10A,A10B
6559,B05C,N05A
6560,R03A,L01A
6561,C09A,C03C
6562,S01A,A04A
6563,R03A,N06A
6564,C10A,C03C
6565,R01A,A10B
6566,A01A,J01F
6567,J01C,N05B
6568,L02A,J01D
6569,M05B,R01A
6570,J01D,S01A
6571,N06A,C09C
6572,L01D,B03B
6573,R03A,G04B
6574,L01B,A10B
6575,C08C,G04B
6576,A10B,M02A
6577,C01B,N03A
6578,J01D,S01A
6579,C08C,C10A
6580,D11A,L01A
6581,D11A,M01A
6582,M03B,B01A
6583,R01A,L04A
6584,M03A,M04A
6585,C08D,S01A
6586,C10A,M03B
6587,D11A,N02A
6588,P01A,J01E
6589,J05A,A07E
6590,B01A,J05A
6591,C01B,C07A
6592,N02B,J01A
6593,N02A,A10B
6594,C01B,N02B
6595,A03A,M02A
6596,N02A,G03A
6597,N02A,N06A
6598,A03A,A01A
6599,P01A,M04A
6600,N06B,G04C
6601,L01C,A07E
6602,C10A,M05B
6603,S01A,G04B
6604,G04B,A02B
6605,J05A,N05C
6606,M03B,H01C
6607,C10A,J01E
6608,L02A,A03A
6609,N01A,A06A
6610,C08D,N03A
6611,C03A,L01X
6612,A03A,N05C
6613,L01D,L01A
6614,L02A,L02B
6615,R03A,M03A
6616,N03A,H01B
6617,R03A,C07A
6618,R03A,C03B
6619,R03A,P01A
6620,M01A,G04B
6621,S01E,S01E
6622,R03D,R01A
6623,G04B,G04B
6624,R06A,C03D
6625,J02A,N05A
6626,C10A,R01A
6627,L01B,N02A
6628,C08D,J01D
6629,C08D,J01D
6630,N06B,N02C
6631,B03B,N03A
6632,C08D,J01D
6633,M01A,B01A
6634,A05A,C10A
6635,N03A,C01D
6636,J01D,J05A
6637,C07A,V03A
6638,N05A,M05B
6639,S01E,C10A
6640,M01A,L01X
6641,V03A,A02B
6642,C08C,C07A
6643,J01X,A10B
6644,M02A,A02B
6645,C09C,C08C
6646,A10B,C09C
6647,J01X,G04B
6648,A02B,D11A
6649,J02A,R01A
6650,M03B,N06A
6651,C03A,H01C
6652,C10A,N04B
6653,J02A,D01A
6654,S01E,R03D
6655,G04B,L04A
6656,L01D,L01A
6657,C01B,C09C
6658,N05A,M02A
6659,C02C,A10B
6660,C08D,N05A
6661,C09C,C09X
6662,C08C,C05A
6663,C08D,C09A
6664,N02A,A03B
6665,G04B,C03D
6666,C09A,C03D
6667,C09A,C10A
6668,N05A,A02B
6669,L01C,C10A
6670,L01B,A07D
6671,L01B,C09A
6672,C03C,H03B
6673,N05B,N03A
6674,M02A,B01A
6675,J05A,J05A
6676,L01B,N05B
6677,G04C,A07D
6678,R03A,C10A
6679,J01C,J01X
6680,S01A,H02A
6681,N02A,J01E
6682,S01A,N03A
6683,N05A,A02B
6684,C07A,N07B
6685,C10A,C09C
6686,G04B,A02B
6687,J01D,M01A
6688,C01B,C08D
6689,N05A,C10A
6690,C10A,N05B
6691,M01A,L01X
6692,N02C,J01F
6693,N03A,A10B
6694,J01A,M03B
6695,C09C,C01B
6696,C08C,A01A
6697,N02C,C09C
6698,J01D,S01A
6699,C08C,N04B
6700,A02B,R03D
6701,P01A,D07A
6702,M02A,C07A
6703,J05A,A05A
6704,L02A,M05B
6705,D11A,S01A
6706,C10A,M01A
6707,N05B,J01D
6708,B03B,H02A
6709,B03B,L02A
6710,D11A,B05X
6711,S01A,M02A
6712,A01A,N06B
6713,J02A,G04C
6714,L02B,C09A
6715,G04C,B01A
6716,C01D,C08C
6717,G04C,N03A
6718,A05A,N07B
6719,M01A,J05A
6720,J05A,N05A
6721,N05A,A02B
6722,C10A,R06A
6723,C07A,C10A
6724,C01E,C03B
6725,C01E,C07A
6726,N03A,S01A
6727,N05B,C07A
6728,C10A,R03D
6729,R06A,N06D
6730,C08D,D10A
6731,M01A,C10A
6732,C01D,A10B
6733,N05B,N02A
6734,N03A,L04A
6735,C09C,V03A
6736,M03C,G04B
6737,M01A,N04B
6738,N03A,L01X
6739,N06A,H02A
6740,C09A,C05A
6741,M05B,C09A
6742,N04B,C03D
6743,M05B,R03A
6744,V03A,C09A
6745,N02B,L01X
6746,N05A,R06A
6747,C10A,D07A
6748,C09A,D01A
6749,N05B,J01F
6750,C10A,J05A
6751,S01E,N05A
6752,L01B,A03F
6753,S01E,M05B
6754,J01E,J05A
6755,A02B,C03C
6756,J01A,C09A
6757,C03C,C10A
6758,D11A,M03A
6759,L01X,L01X
6760,C09A,N02A
6761,C09A,M01A
6762,M01A,D01A
6763,M01A,G04C
6764,H02A,M05B
6765,A10B,A10B
6766,R06A,M03B
6767,M05B,L02A
6768,C07A,A10B
6769,J01D,A02B
6770,M01A,L04A
6771,R06A,N01A
6772,C08D,D11A
6773,N06D,A02B
6774,N01A,N01B
6775,N06A,N05C
6776,J01F,M01A
6777,M03C,C03D
6778,N05A,C03D
6779,L01D,G04C
6780,N05B,L01D
6781,H02A,L01X
6782,C01D,N05C
6783,R06A,M01A
6784,C01D,N06B
6785,V03A,S01A
6786,P01B,L02B
6787,S01A,M04A
6788,V03A,L04A
6789,A04A,S01E
6790,P01B,S01A
6791,V03A,S01E
6792,A03F,C08C
6793,M02A,N01A
6794,A04A,J01D
6795,A03A,A10B
6796,P01B,J01X
6797,M02A,J01C
6798,J05A,C09A
6799,J05A,G04C
6800,C08D,R01A
6801,V03A,B01A
6802,B03B,C07A
6803,V03A,J05A
6804,R03A,A10B
6805,N06A,R01A
6806,N05B,N06A
6807,J02A,R01A
6808,M05B,B01A
6809,J05A,J05A
6810,C01E,L01X
6811,L04A,L01B
6812,R06A,J01D
6813,A02B,M05B
6814,N06A,L02B
6815,S01E,C10A
6816,S01A,D01A
6817,N06A,S01E
6818,C03B,N05A
6819,N03A,A10B
6820,D11A,L01C
6821,N01A,N01A
6822,J01A,J02A
6823,N06A,C09A
6824,H03A,L01C
6825,A10B,D01A
6826,R01A,N06A
6827,G04C,M05B
6828,N05B,C01D
6829,N05B,A02B
6830,C03D,C09X
6831,J01C,C10A
6832,C07A,N03A
6833,R01A,G04B
6834,R03D,J01D
6835,L02B,C07A
6836,N03A,D10A
6837,P01B,N06A
6838,N03A,M03C
6839,C01E,L01X
6840,C08D,A06A
6841,C09A,M05B
6842,M01A,B01A
6843,V03A,A10B
6844,R01A,G04B
6845,S01A,B03B
6846,N02B,J05A
6847,S01A,M03B
6848,N06A,J01F
6849,A07E,M01A
6850,M01A,C07A
6851,N05B,P01A
6852,S01E,L01X
6853,D10A,C01E
6854,J05A,C01E
6855,H02A,C09A
6856,R01A,C09C
6857,D10A,J01F
6858,N06A,N05C
6859,V03A,C02C
6860,M01A,A07E
6861,C09C,N06A
6862,C03C,C03C
6863,N03A,J01D
6864,C01D,N02A
6865,V03A,J01F
6866,H03A,D11A
6867,A02B,L04A
6868,L02B,A06A
6869,M03A,N05C
6870,N05C,B01A
6871,N06B,A10B
6872,C09A,R01A
6873,C10A,C08C
6874,L01X,C10A
6875,R06A,N05C
6876,C01B,A04A
6877,M01A,M01A
6878,L01A,L01D
6879,N05B,J05A
6880,J05A,C09A
6881,N05B,A05A
6882,R06A,R06A
6883,L04A,C09A
6884,L04A,N05A
6885,N02B,D10A
6886,L01C,A02B
6887,J05A,A10B
6888,N06A,A06A
6889,J01F,J02A
6890,J01F,M02A
6891,J01F,M01A
6892,A02B,S01E
6893,C10A,N06B
6894,J05A,N06B
6895,J05A,H02A
6896,N05B,L01A
6897,C08C,L01B
6898,C10A,S01E
6899,J01C,J02A
6900,C09A,C10A
6901,C09C,C07A
6902,L01C,N05C
6903,L01C,N03A
6904,R01A,C04A
6905,A16A,B05C
6906,J05A,C05A
6907,N05C,M02A
6908,S01E,A06A
6909,C02C,N02A
6910,C02C,G04B
6911,C03C,J04A
6912,L04A,C08C
6913,G04B,L02A
6914,J01D,G04B
6915,B05C,G04C
6916,N03A,C08C
6917,C08C,A02B
6918,N02A,A02B
6919,C01E,A02B
6920,C10A,R06A
6921,C07A,R03D
6922,P01A,L02B
6923,R01A,C09A
6924,S01E,N02A
6925,S01E,G04B
6926,P01A,S01A
6927,C03C,B03B
6928,P01B,S01E
6929,B03B,A10B
6930,S01E,S01A
6931,C03C,C10A
6932,C10A,L01A
6933,B03B,A10B
6934,C01B,C10A
6935,N05B,A10B
6936,S01E,D10A
6937,R03D,H02A
6938,N04B,C07A
6939,S01A,G04C
6940,S01A,D01A
6941,J05A,C02C
6942,J05A,N06A
6943,H02A,J01C
6944,V03A,L01X
6945,S01A,P01A
6946,M01A,H05B
6947,M01A,R03D
6948,S01A,J01X
6949,A10B,A06A
6950,L01D,N02A
6951,J05A,G04C
6952,C09C,G04B
6953,C09C,N02A
6954,L01D,M01A
6955,B01A,C09C
6956,B01A,J01X
6957,C07A,C03C
6958,J05A,J01E
6959,C10A,L04A
6960,C10A,R06A
6961,C10A,D10A
6962,C10A,S01A
6963,H03A,D01A
6964,B03B,C04A
6965,C09C,L01C
6966,L02B,C07A
6967,C09A,J01X
6968,N03A,L02A
6969,R03A,L01A
6970,J01D,C03D
6971,L01C,C09A
6972,C08C,C04A
6973,S01E,C03B
6974,C02C,N06A
6975,L04A,H02A
6976,R06A,R03D
6977,S01E,A10B
6978,S01E,C09C
6979,A03B,A07D
6980,A03B,N05B
6981,J05A,R01A
6982,A10B,N03A
6983,S01A,C03C
6984,V03A,R01A
6985,C01E,R03A
6986,C08D,M05B
6987,C03C,R01A
6988,S01E,N03A
6989,B03B,C08C
6990,J05A,N03A
6991,N02B,S01A
6992,B01A,A10B
6993,M03B,D01A
6994,R06A,C09A
6995,A02B,J01M
6996,N05B,J05A
6997,A03B,C09C
6998,A03B,J01X
6999,N06A,C07A
7000,N02B,R01A
7001,C10A,C02A
7002,N05B,A10B
7003,H03A,N06A
7004,C07A,N05A
7005,S01E,C10A
7006,H02A,B01A
7007,L04A,N06A
7008,N06A,N02A
7009,N04A,J05A
7010,N06A,N02C
7011,L01B,L01C
7012,B01A,C10A
7013,C03C,C08C
7014,B05X,L02A
7015,N02A,J05A
7016,A03F,N05C
7017,N05B,R03D
7018,L01B,N03A
7019,N05B,C01B
7020,R01A,R03D
7021,J04A,J05A
7022,D10A,L02B
7023,D10A,S01A
7024,C03B,C08D
7025,R01A,M01A
7026,R01A,N05B
7027,N05B,N03A
7028,A10B,J01F
7029,A10B,M05B
7030,A03A,A02B
7031,C10A,S01E
7032,N05B,N06A
7033,J01D,A02B
7034,L02A,A10B
7035,J02A,C03C
7036,N03A,A07E
7037,H03A,V03A
7038,C07A,G04B
7039,H03A,S01A
7040,B05X,D01A
7041,B05X,G04C
7042,J01X,L01X
7043,A10B,L01C
7044,J01F,D10A
7045,J01D,C03C
7046,C03A,R03A
7047,N05B,M04A
7048,N07B,N01A
7049,C09C,G04B
7050,N07B,C07A
7051,C07A,A10B
7052,B05X,S01E
7053,N05B,N02A
7054,C03C,J05A
7055,C09A,N02C
7056,J02A,N05A
7057,C08C,M01A
7058,V03A,J01A
7059,J05A,A06A
7060,C08C,J02A
7061,J01C,B05X
7062,H02A,J05A
7063,H02A,R03A
7064,D11A,C10A
7065,N02A,C09C
7066,L01B,J05A
7067,N05B,L01X
7068,N02B,J01A
7069,J01A,H01C
7070,L02A,C03C
7071,N03A,G04B
7072,C01B,C03C
7073,B03B,R03D
7074,L01B,B05C
7075,L01B,A10B
7076,C07A,A06A
7077,R06A,C07A
7078,A04A,N05B
7079,H02A,V03A
7080,N02A,N05B
7081,G04B,G04C
7082,R01A,A02B
7083,N02C,N05B
7084,A06A,G04B
7085,L01C,A02B
7086,N05B,G04C
7087,N05B,C01B
7088,H02A,J05A
7089,L01C,L01X
7090,N01B,R06A
7091,J05A,J01F
7092,C07A,R01A
7093,R01A,L01X
7094,N01A,C10A
7095,M03B,C10A
7096,M02A,N01A
7097,M02A,N06A
7098,B05C,D10A
7099,A10B,C09A
7100,N05B,N03A
7101,D05A,B03B
7102,C09C,M04A
7103,C09C,N05A
7104,B01A,L01X
7105,R01A,R03D
7106,C07A,H02A
7107,J01F,N06A
7108,B01A,C10A
7109,N07B,R01A
7110,C07A,C03A
7111,L02A,L04A
7112,J05A,A10B
7113,N02A,R06A
7114,L01D,L01X
7115,M05B,G04C
7116,R01A,D07A
7117,B01A,L01X
7118,D01A,A10B
7119,D01A,A10B
7120,C01B,J05A
7121,N03A,N05A
7122,N03A,M05B
7123,N05C,N06A
7124,L01C,M05B
7125,L01X,L01B
7126,A02B,A02B
7127,A02B,A04A
7128,C03D,C09C
7129,C03D,J01X
7130,C10A,J01F
7131,A02B,R03D
7132,A02B,N05C
7133,J05A,C03A
7134,C07A,L01X
7135,J01A,L01X
7136,N03A,R01A
7137,C07A,L01X
7138,G04B,N05A
7139,G04B,M05B
7140,N05C,H05B
7141,M02A,M01A
7142,C07A,G04C
7143,H03A,A10B
7144,J02A,R06A
7145,H03A,R05D
7146,H02A,N06B
7147,V03A,V03A
7148,A04A,J02A
7149,C07A,C09A
7150,N05B,A04A
7151,J05A,A02B
7152,N05C,H05B
7153,C10A,M02A
7154,S01E,G04B
7155,C10A,A01A
7156,N06D,A02B
7157,B01A,C09A
7158,B01A,R03A
7159,B01A,J01D
7160,N03A,H05B
7161,C07A,N05C
7162,P01B,C07A
7163,C07A,L01A
7164,P01B,P01A
7165,C01D,D10A
7166,J05A,J01C
7167,B03B,H02A
7168,S01A,H02A
7169,S01E,B03B
7170,R03A,J01A
7171,N02C,N05C
7172,M03B,D11A
7173,J01X,J05A
7174,C08C,A04A
7175,J01X,A05A
7176,A01A,R01A
7177,J01D,C09A
7178,J02A,N05B
7179,N05B,N02C
7180,L04A,A02B
7181,J01D,R03A
7182,G04C,C09C
7183,J05A,S01A
7184,N05B,M01A
7185,A02B,C09A
7186,J05A,J05A
7187,M05B,L04A
7188,C09A,M03B
7189,C08C,C07A
7190,N06B,N05A
7191,M05B,S01E
7192,C09C,H05B
7193,R06A,C09C
7194,R06A,J01X
7195,C03C,L04A
7196,N06A,G04B
7197,L01X,A10B
7198,C08C,L01X
7199,N06A,A05A
7200,M05B,M02A
7201,L01D,A04A
7202,L04A,L01X
7203,J01X,L04A
7204,R03A,R01A
7205,M01A,N06D
7206,R06A,L02B
7207,M01A,C03C
7208,H03A,J01F
7209,S01E,C09A
7210,D05A,J01D
7211,H03A,L01X
7212,N03A,N03A
7213,N05A,J02A
7214,G04B,L01X
7215,C09A,A06A
7216,D11A,L01X
7217,N06A,A10B
7218,L02B,N02A
7219,D10A,J05A
7220,N03A,C01D
7221,C09C,L01C
7222,N03A,A02B
7223,A03F,L01D
7224,R03A,J05A
7225,J05A,C09C
7226,C10A,N06A
7227,M01A,J01F
7228,J01D,N05B
7229,M03B,P01A
7230,N06B,N06A
7231,L01A,J01X
7232,C10A,L01A
7233,L02A,C09C
7234,G04B,N05C
7235,B01A,M05B
7236,N03A,A03F
7237,B05C,N01A
7238,B05X,G04C
7239,R03A,C10A
7240,C03D,D01A
7241,L01B,N06A
7242,C07A,N03A
7243,C07A,N05C
7244,C07A,N05C
7245,C07A,N02C
7246,R03A,N05C
7247,C09A,C10A
7248,N02B,C04A
7249,R03A,C01D
7250,N02A,G04B
7251,L02A,R06A
7252,L02A,L02A
7253,N03A,C07A
7254,N03A,A10B
7255,V03A,N05B
7256,B01A,N06A
7257,N07A,C09A
7258,B01A,C02C
7259,V03A,C03C
7260,N06A,M04A
7261,N02C,N05C
7262,C01D,C04A
7263,J01D,S01A
7264,C10A,A06A
7265,M01A,C09A
7266,M01A,A02B
7267,N03A,A06A
7268,N02A,J04A
7269,L02A,A04A
7270,M01A,G03X
7271,C08C,N06B
7272,A10B,C10A
7273,R03A,C01D
7274,J01D,G04B
7275,A10B,J05A
7276,M02A,N06A
7277,N05A,D01A
7278,H02A,R06A
7279,L04A,N04A
7280,N05A,G04C
7281,B01A,A03F
7282,L04A,J01E
7283,N03A,N05C
7284,N06A,H02A
7285,C07A,C09A
7286,N03A,L01A
7287,C01E,D01A
7288,A10B,J01X
7289,A10B,C09C
7290,C07A,R03A
7291,C09A,A10B
7292,L02A,R06A
7293,N06B,L02A
7294,N02A,N06A
7295,M01A,D11A
7296,N05B,M01A
7297,L01C,N05C
7298,L01C,L01A
7299,L01B,C09C
7300,M05B,C10A
7301,R03A,C03C
7302,R03A,N07B
7303,R03A,N05B
7304,R03A,N01B
7305,M05B,C08C
7306,A03F,B01A
7307,J05A,J04A
7308,C09A,N05C
7309,C09A,C08C
7310,G04B,L01X
7311,C01E,R03D
7312,N03A,L01X
7313,C03B,M05B
7314,L01C,L02A
7315,G04C,J05A
7316,G04B,N03A
7317,J01D,L01X
7318,C08C,C01E
7319,R01A,C10A
7320,C10A,C10A
7321,V03A,A10B
7322,C03A,M05B
7323,J01D,L01X
7324,L01X,L01X
7325,J01D,J01M
7326,C01B,C08C
7327,B01A,J01A
7328,R03D,J04A
7329,C07A,D11A
7330,V03A,L01X
7331,V03A,N05A
7332,C03A,C03C
7333,C09A,B01A
7334,C09A,N05A
7335,S01E,D01A
7336,N06A,G04C
7337,C09A,S01E
7338,L01D,L01C
7339,M01A,C09A
7340,G04C,C07A
7341,N03A,N03A
7342,N03A,R03A
7343,S01E,C05A
7344,N05A,C01D
7345,V03A,N07A
7346,H02A,D11A
7347,A02B,N01A
7348,M01A,B01A
7349,V03A,C01D
7350,N06A,A02B
7351,P01B,C04A
7352,N02B,H05B
7353,N03A,N01A
7354,D11A,C09C
7355,N03A,J04A
7356,S01E,N02A
7357,C10A,A10B
7358,N02A,J01A
7359,H02A,J01D
7360,C09C,R06A
7361,L04A,A07E
7362,N05A,R06A
7363,J01A,C09A
7364,C01B,M04A
7365,N03A,A04A
7366,J02A,N02C
7367,M05B,J05A
7368,C07A,L04A
7369,B03B,G04B
7370,C07A,S01A
7371,N06B,N05A
7372,A02B,C03B
7373,N06A,G04B
7374,C08C,B01A
7375,D11A,H02A
7376,P01A,C08C
7377,B05C,R03D
7378,N06A,D01A
7379,D11A,N03A
7380,S01A,M01A
7381,J05A,N05B
7382,A02B,P01A
7383,M01A,R01A
7384,D05A,R03D
7385,N05A,C10A
7386,B03B,V03A
7387,C03D,R01A
7388,H03A,C08C
7389,R06A,C03C
7390,H03A,C01D
7391,C10A,C08C
7392,J01F,J05A
7393,N03A,A02B
7394,G04C,C10A
7395,R03D,A02B
7396,R03D,A10B
7397,M03B,N05A
7398,L01C,A10B
7399,V03A,C09A
7400,M03B,A10B
7401,A10B,S01E
7402,M02A,J01F
7403,P01B,C01E
7404,L01A,M05B
7405,N03A,N02C
7406,M01A,C10A
7407,R03A,N03A
7408,R03A,N05C
7409,R03A,N05C
7410,J01A,N03A
7411,G04C,M03B
7412,R03D,L01X
7413,C09A,C08C
7414,J05A,G04B
7415,J05A,G04B
7416,B03B,J05A
7417,J04A,A07E
7418,B03B,L01X
7419,C09A,G04B
7420,N06A,R01A
7421,M05B,M05B
7422,L04A,C03A
7423,L04A,C07A
7424,M01A,N06A
7425,A04A,L01C
7426,R03A,J01D
7427,D10A,J02A
7428,R01A,J01X
7429,J01D,N02A
7430,V03A,C08C
7431,C10A,A10B
7432,V03A,N06A
7433,G04B,B01A
7434,N04B,C08D
7435,J01D,A01A
7436,J04A,N06A
7437,J04A,D11A
7438,N05A,C10A
7439,A02B,M01A
7440,G04B,J01A
7441,C02A,B01A
7442,A02B,N02C
7443,N06A,B05X
7444,C09C,N02C
7445,G04C,N03A
7446,C09C,M01A
7447,M02A,A06A
7448,R06A,D06B
7449,J01X,J05A
7450,C08D,C01E
7451,C09A,M03A
7452,C09A,M05B
7453,R06A,N05C
7454,G04B,L01B
